user_id,rec
2241,"[ 1029743  1122358  1106523   899624   933835  1004906   901062  1044078
  5569230  8090521   907631  1105488  9296919  5569471  1127831   893018
   910032   829001  1131438  1043494  1137346  6534480  5591170  5585701
  6534035   897954  8273833   957951 12384775 12262778   952972 12301405
   874972   965267   878996   854405  1024306   966684  1021116  1070820
   904129   951412  8293447  1012587   996070  1110218  5568378  6034857
   844179   983584   916122   823704  1042438 12301839  1128016   908318
  1072799  8090537  6534077 12810393  1133254  1000753  1103105  1008547
   871756  5569845   969568   944139  5569327  1027168 12648296   952163
   913210   834117  1018007   825365   985999   829291   839419  5568489
   995628 12301109  1050851  6463742 12301100   866211  1065538   944137
   998206  1074754  8090509   890695   859154   997796  1042544   861279
  7442008   948670   865528  1021324]"
2243,"[  899624  1074333   825343   823990  1029743   901776   971922   848029
  1004906   844179  1043751   902172  1042438   847573   933835  1044078
   883003   995965   834117   871756  1070702   999858   968072 12810393
   854405   880150   871611   917816  1038985   874972   909268  1018740
   885863  5569230   839419  1009187  1028995  5568378  1113111  1119761
 10149640  1000753   948650 12810391   892314 12811532   831628  1006184
 12301109   995896  1046545   952163  1020581  5569327   865174  6442594
  1023720  1123842   965766  8065410   852856   866755  1138443   819308
 12302069   913210  5569471  1137775   921504   908318  1132771  1135258
  1087102   835098 12263692   828106   893018   863447   896613 12384775
   938300   861279  1062002   845307   857503   859191   909714  1044759
  9833277   823704  1128240 12262778  1124432   836445   934639 12262978
 10344585  5585510   827656   946839]"
2244,"[ 5569327   907631  9836106  1029743  1068719  1106523   899624  1044078
   846823  5568378  1081177  1022254  1004906  1122358  1094308  1131344
  1027168   910673   844179  5569230  1074333   913210   999779   878996
   832678   871756  8090537   825365   893018  5590613   865456  5585510
  1013928  1074754  6602697  1012587  1068292  1083787   956486   969568
  1042544  1021116   835300  1018007   829291   972143  5569845  1038663
  5587656  8090532   944139   953561   957951  1025581   947858  1042942
  8177622   999714  1025535  1046545  1059902   986912   839419  1056509
  1038985  6034857   983584  1135222   933835   868683   819308  1127758
  1025611  1051323   836445  8090521  5569471  1067695   823704  1093413
  1053754  1138292   896085  5568197  1043494  1103105 12384775   823990
   998206  5591170  1042438   834117   993638  1124695  9707240   859154
  8090509 12301100   957063   838186]"
2245,"[ 1022254  1068719  1098248   832678  1004906  9242918   871756  1081177
  1044078   866211   910032 12301100   878996   883932  1100972  1106523
  5591170   901062  1040807   865528  6034857  1087102  1006184  1062002
  5569230  1105488  1051211   952972   995965  1105917  1024306 12810393
   844179   910673   893018   852856  1138443  7139529   874972   892314
   845307   819978   859191  1127831  1127179   930118   856827   933637
   860299   906923  1023720   952163   986912   916122   872137  1101010
  5568378  1046545   940947  5569327  7168026 12301109  1042438  1022097
   866755   999104  1128016 10149640   827656  1085983  9836106 12262778
  7024990  1101706  9245106   999714   866355   912704  1057102   861279
   866871   990797  5578547  6463742  5569845   892531   949965   909268
   953561   968072   859427  1041796   972665   883003  1074754   854405
  1123022   908318   933067  1055504]"
2247,"[ 1022254  1106523   832678  1087102  1100972   979707   872137   866211
  1042544  1051211   844179  9245106   863447   871756   947858  1044078
  1122358   916122  1004906   976199   909714   983584  5568378   902172
 12262778  1070702   999270   896613   865456   990797   930666   896862
  1000753   836445   892531   956486   893018   861279  7139529   865528
  1127831   883932  1081177  1127758  1041796   849202  1075214   874972
  1042438   993638  1083787   972143   878996  1135258   859154   933637
  1025535  1023720   937292   856252   957951  6034857  1127179  9553288
   986912  1012587 12810464 12262978   856827  1072968  1105488  1027168
   835098   866878  9836106   998444   846823   999858  1133254   908318
   933067  1131344   948650   883003   970747   910673  8065410  1135222
   907631  5569845   890695  7168026   968072  5569471   841220  1085983
  1025611  5569230  1074754   965766]"
2248,"[  893018   949965  1106523  1126899  1068719  1004906  1040807  1087102
  1101010   983584   999104   883932  1022097   917816  9245106   902094
   835973   952163   998119  7168026   874972  1042438  8090513   999858
  8090536   899624  1044078  1104349   854852   916122   933835  1122358
   861279   957063 12262778   934399   825994  1053754   859427   948670
  5570383  1102067  1072968   871756  1074754   912704   919423  1101706
  1085983   859191  5568249 12301100   883003 12810391   839419  6034857
   909268  1000237  1100972   910032  1044759  6463775   892314  1127716
  6534030  1029894  1062002 12810393   866755  1018740   931255   926905
  1051211  1089954  1115175  6442594   892531   852856   844179  1046545
 10149640   880150  1043751   960732  1000753   845307  8090521   957736
  1070272   835098   819978   865528  1041796   999198   832678  6533936
  1076056 12301109  5569230   913210]"
2250,"[  919534   957063  1094308  1029743  1059902   983584   899624  1101010
  8090521  5569471   832678   844179  5568378  8065410   871756  5587656
  1018740   906838   839419   866871   871061  6534035   848029   969568
 12648296   999858  8090513  1070272  6534480   917816  8177622   995896
  6442594  1070820  1089954   999104   998206   989069   895295  5590613
   990797   865456  1008547   952163   893018  5569230  1075214  1131438
   907631  1051323   949294   947858  1123022  1040807  1055504  1083787
  1133254  6463775  1056509   901062  1099089  1131344   933835  1038663
  1012587   904129  1025535   823704  1004906  5569327   993638  1044078
  1046545  1137346   944139   850102   897954 10344585 12301100   857503
  1043751   935317   948670  8090509  8090537  8090532  5569374   845307
   854405   861279 12301109   865705 12810391  5568249  1138292   874972
  1130375  1042438   846823  6533608]"
2252,"[ 1029743  1106523   899624   963971  9835903  1044078  6463742  1042544
  1104343  6034857  1056509   844179   914318  1004906   871611  8065410
  1094308  1081177   871756  8291322   999270   854405   878996  1018740
   930666  6464086  1012587  1123842  1070820   986912   866211   976199
  5585510   944534   854852   937292   993638  1051323   896862  6534030
   893018   896613   999858  5569471   999779  9245106   951412   866871
  1089954 12810391   948650  1014948   999250  1070272   885863  1135258
   839419   865528   828106  1042907   823704  1043751  8177622   995896
  1042942  1127179   930118   941361  1023720  1046545  6442594   965267
   996070  8020001  1055503   983584  1022254  1051516  8090532  1038663
   940947  1018007 10344585  5591170   991223  1075214  1025535  1132771
   947858  8090440   848029   989069   835098  6463775   895295   863447
   917033  1016800  5568249  5569374]"
2253,"[1029743  983584 1081177 1038663 1094308 1138292  952972 1031316 1028891
  854852  899624 1122358  999779 1106523  916122 1042942 1037840  986912
 1026118  862799 8020001 1070820 1110218 1044078 9677236  848029  879504
 1101010  926905  838186 5569471  916990 1137346 1042544  829291  844179
 1044188 1008547  982790 1018007 1044759 1051211  895295 1131438  907631
  850102 1112238  914318  854405 1059902 9707240 1038985  906838  999714
 5569327 1021324 1076056 9836106  949294 1131344 8090532  859154 1074754
 1016800 1083787  947858 1074333  857006  893018 1056509  957063  883932
  948670  874972  993638 1000753 6442594 1046545 1070272 1051323 5585510
 5587656  839419 5568378 1025535 8090537 1013928  916993 1022428  902094
 1014948 5590613 1127831  871756 6034857  896085  861279 6463742  963971
 1012587]"
2256,"[ 6534030  8090536   862799  8090537   857503  8090532  1076056  1123022
   865528   866355  1004906  6034857   865174  6442594   919534  1101010
   844179  1110218   946839   825365  1074754   909268   909714  9296919
   878285  1000237 13506200  1124432  1065538  1056509  1034176 12301839
   999858 10344585   839656  8090539  8090541  8090545   910032   823704
   916990  1018007  1006184   839243  5591170  1002771 12810391  9835903
  1067695 12301109   828106   832678  1137346  5592888  5568489  1131438
   892531  5585510   835278   835300   878996   871061  1042438   883932
  6533362 12262778  1050851 12349795  1105301   865456   866211  8090513
  8090509  8090521  1070272 12301405   901062  1041796  6534480   930666
  1101706   882247  1022428  5568249   933067   925862  5569230   861279
   952972   852856   896862  6534077  1022097   995478  6534035   999714
  6463742   850102  6463775   871756]"
2257,"[ 1106523  1104349   925862  1082185  1029743  1068719  1053754  1126899
  1031316  1022254  1004906  1092303   983584  1038985  1075368  1121393
   848319  8273833   963835  1135222  1122358   899624   954966   999779
   844179   916122   854852   893018  1059902   824758  1121384  1051323
   999104  1022097  1046545  1082212   852856   912704  5568197  1070497
   856827  1102067   871756  1006878  1042438  1041796   960732  5585510
  1097001  1046587   833724  1068292  1016800   944534  5592888  1044759
   926905   934399  1115576   856942   907099   823775  5981072  1133254
   829852  5568489  1038663  1044188 12302069   882247   835278   952163
   964521  1020581   956486  1105301  1006184   857503  9553397  5569230
   998119  1079987  5568249   835530   985999   859154 12810393  1100972
 12811532  1131488  1067695   865528  1127716   908318   995628   823721
   845307   824180  1074333   865705]"
2258,"[ 1126899  1070845   823704   901666   882247  1051323  1029743   885290
   854852   866211  1127831  1132771  6034857  1068719   909714   829001
  1082212   910032   903800  5578547   887102  1024306  1057102  5568378
   890695  7139529  5568489   904129   930118  1070497   965267  1072799
  7024990  1070820  1081177  1044078   999779  1037840   933835   916122
   941361   906923  1023720  1092303  1026118  5569327   865174   963971
  1121393   983584  1012587   926905   981086  1131438   964521  1138443
  1016800 12171656  6463742  1074754  1038663   878285   860299   866871
  9527159   878996   912704  1105488   852856   833724  1062002  1043787
  1071342   885863   971922  1042544   827656   957951   845307   857503
  5585510  1083787  1135476   854405  1133254   883003  1128016   859154
  5569471   839419   965842  1062128   991223   914318  5981072   901776
   866755   917033   953561  1137346]"
2259,"[ 1126899  1070820  1029743  1106523  1075368   983584   872137  1068719
  1037840   976199  6034857   899624   854852  1004906   913210   940947
   834117  1081177   866211  1044078   901062  1040807   951412  1062002
  1056509   880150   965766  1137775   865456   971922   909714  1132771
   986912  1101010   933835   916122 12810393   944836   999104  1127831
  8090521  1138443   832678   999270   863447   910032  5585510  1122358
   857503  1105488  5568378   835098  1070702   883003  1087102  5568729
   907631   844179  5569230 12301109  8090537  5569471   944534   838186
   852856  1050851  1042438   897954  1024306   893018  1000753   993638
   854405   908318   999858  1043751  8090532 12301100   878996  8090509
   930118  1112238   823704   874972   839419  1012587   957951   957736
  5569845   985999  1018740  5569374   902172   819978   845307   885863
   952163  1023720  1020581   965267]"
